"datetime","groupInServiceCapacity"
"2022-03-18T02:20:00Z",1
"2022-03-18T02:21:00Z",1
"2022-03-18T02:22:00Z",1
"2022-03-18T02:23:00Z",1
"2022-03-18T02:24:00Z",3
"2022-03-18T02:25:00Z",3
"2022-03-18T02:26:00Z",3
"2022-03-18T02:27:00Z",3
"2022-03-18T02:28:00Z",3
"2022-03-18T02:29:00Z",3
"2022-03-18T02:30:00Z",3
"2022-03-18T02:31:00Z",3
"2022-03-18T02:32:00Z",3
"2022-03-18T02:33:00Z",3
"2022-03-18T02:34:00Z",3
"2022-03-18T02:35:00Z",3
"2022-03-18T02:36:00Z",3
"2022-03-18T02:37:00Z",3
"2022-03-18T02:38:00Z",3
"2022-03-18T02:39:00Z",3
"2022-03-18T02:40:00Z",3
"2022-03-18T02:41:00Z",3
"2022-03-18T02:42:00Z",3
"2022-03-18T02:43:00Z",3
"2022-03-18T02:44:00Z",3
"2022-03-18T02:45:00Z",3
"2022-03-18T02:46:00Z",3
"2022-03-18T02:47:00Z",3
"2022-03-18T02:48:00Z",3
"2022-03-18T02:49:00Z",3
"2022-03-18T02:50:00Z",3
"2022-03-18T02:51:00Z",3
"2022-03-18T02:52:00Z",3
"2022-03-18T02:53:00Z",3
"2022-03-18T02:54:00Z",3
"2022-03-18T02:55:00Z",3
"2022-03-18T02:56:00Z",3
"2022-03-18T02:57:00Z",3
"2022-03-18T02:58:00Z",3
"2022-03-18T02:59:00Z",3
"2022-03-18T03:00:00Z",3
"2022-03-18T03:01:00Z",3
"2022-03-18T03:02:00Z",3
"2022-03-18T03:03:00Z",3
"2022-03-18T03:04:00Z",3
"2022-03-18T03:05:00Z",3
"2022-03-18T03:06:00Z",3
"2022-03-18T03:07:00Z",3
"2022-03-18T03:08:00Z",3
"2022-03-18T03:09:00Z",3
"2022-03-18T03:10:00Z",3
"2022-03-18T03:11:00Z",3
"2022-03-18T03:12:00Z",3
"2022-03-18T03:13:00Z",3
"2022-03-18T03:14:00Z",3
"2022-03-18T03:15:00Z",3
"2022-03-18T03:16:00Z",3
"2022-03-18T03:17:00Z",0
"2022-03-18T03:18:00Z",1
"2022-03-18T03:19:00Z",1
"2022-03-18T03:20:00Z",1
"2022-03-18T03:21:00Z",1
"2022-03-18T03:22:00Z",1
"2022-03-18T03:23:00Z",1
"2022-03-18T03:24:00Z",1
"2022-03-18T03:25:00Z",1
"2022-03-18T03:26:00Z",3
"2022-03-18T03:27:00Z",3
"2022-03-18T03:28:00Z",3
"2022-03-18T03:29:00Z",3
"2022-03-18T03:30:00Z",3
"2022-03-18T03:31:00Z",3
"2022-03-18T03:32:00Z",3
"2022-03-18T03:33:00Z",3
"2022-03-18T03:34:00Z",3
"2022-03-18T03:35:00Z",1
"2022-03-18T03:36:00Z",1
"2022-03-18T03:37:00Z",1
"2022-03-18T03:38:00Z",1
"2022-03-18T03:39:00Z",1
"2022-03-18T03:40:00Z",1
"2022-03-18T03:41:00Z",1
"2022-03-18T03:42:00Z",3
"2022-03-18T03:43:00Z",3
"2022-03-18T03:44:00Z",3
"2022-03-18T03:45:00Z",3
"2022-03-18T03:46:00Z",3
"2022-03-18T03:47:00Z",3
"2022-03-18T03:48:00Z",3
"2022-03-18T03:49:00Z",3
"2022-03-18T03:50:00Z",3
"2022-03-18T03:51:00Z",3
"2022-03-18T03:52:00Z",1
"2022-03-18T03:53:00Z",1
"2022-03-18T03:54:00Z",1
"2022-03-18T03:55:00Z",1
"2022-03-18T03:56:00Z",1
"2022-03-18T03:57:00Z",1
"2022-03-18T03:58:00Z",1
"2022-03-18T03:59:00Z",2
"2022-03-18T04:00:00Z",3
"2022-03-18T04:01:00Z",3
"2022-03-18T04:02:00Z",3
"2022-03-18T04:03:00Z",3
"2022-03-18T04:04:00Z",3
"2022-03-18T04:05:00Z",3
"2022-03-18T04:06:00Z",3
"2022-03-18T04:07:00Z",3
"2022-03-18T04:08:00Z",3
"2022-03-18T04:09:00Z",3
"2022-03-18T04:10:00Z",3
"2022-03-18T04:11:00Z",3
